antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"continuous sneezing, malaise",loss of smell,0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
"continuous sneezing, high fever",throat irritation,0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
"continuous sneezing, high fever",sinus pressure,0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
"continuous sneezing, high fever",runny nose,0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
"continuous sneezing, high fever",redness of eyes,0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
"continuous sneezing, high fever",loss of smell,0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
"continuous sneezing, headache",throat irritation,0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
"continuous sneezing, headache",sinus pressure,0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
"continuous sneezing, headache",runny nose,0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
"continuous sneezing, headache",redness of eyes,0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
"continuous sneezing, swelled lymph nodes",runny nose,0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
"continuous sneezing, swelled lymph nodes",sinus pressure,0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
"continuous sneezing, swelled lymph nodes",throat irritation,0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
"cough, headache",redness of eyes,0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
"cough, headache",loss of smell,0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
"continuous sneezing, headache",loss of smell,0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
"continuous sneezing, fatigue",throat irritation,0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
"continuous sneezing, fatigue",sinus pressure,0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
"continuous sneezing, fatigue",runny nose,0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
"continuous sneezing, fatigue",redness of eyes,0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
"continuous sneezing, fatigue",loss of smell,0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
"continuous sneezing, cough",throat irritation,0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
"continuous sneezing, cough",sinus pressure,0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
"continuous sneezing, cough",runny nose,0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
"continuous sneezing, cough",redness of eyes,0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
"continuous sneezing, cough",loss of smell,0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
"abdominal pain, lethargy",receiving unsterile injections,0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
"abdominal pain, lethargy",receiving blood transfusion,0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
"chills, red spots over body",pain behind the eyes,0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
"chills, skin rash",pain behind the eyes,0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
"chills, joint pain",pain behind the eyes,0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
"fatigue, puffy face and eyes",enlarged thyroid,0.020731707317073172,0.024390243902439025,0.020731707317073172,1.0,41.0,1.0,0.02022605591909578,inf,0.9962640099626402,0.8500000000000001,1.0,0.925
"fatigue, weight gain",enlarged thyroid,0.020731707317073172,0.024390243902439025,0.020731707317073172,1.0,41.0,1.0,0.02022605591909578,inf,0.9962640099626402,0.8500000000000001,1.0,0.925
"dizziness, fatigue",enlarged thyroid,0.020731707317073172,0.024390243902439025,0.020731707317073172,1.0,41.0,1.0,0.02022605591909578,inf,0.9962640099626402,0.8500000000000001,1.0,0.925
"dizziness, fatigue",swollen extremeties,0.020731707317073172,0.024390243902439025,0.020731707317073172,1.0,41.0,1.0,0.02022605591909578,inf,0.9962640099626402,0.8500000000000001,1.0,0.925
"fatigue, puffy face and eyes",brittle nails,0.020731707317073172,0.024390243902439025,0.020731707317073172,1.0,41.0,1.0,0.02022605591909578,inf,0.9962640099626402,0.8500000000000001,1.0,0.925
"dizziness, fatigue",brittle nails,0.020731707317073172,0.024390243902439025,0.020731707317073172,1.0,41.0,1.0,0.02022605591909578,inf,0.9962640099626402,0.8500000000000001,1.0,0.925
"fatigue, weight gain",brittle nails,0.020731707317073172,0.024390243902439025,0.020731707317073172,1.0,41.0,1.0,0.02022605591909578,inf,0.9962640099626402,0.8500000000000001,1.0,0.925
"cold hands and feets, fatigue",brittle nails,0.020731707317073172,0.024390243902439025,0.020731707317073172,1.0,41.0,1.0,0.02022605591909578,inf,0.9962640099626402,0.8500000000000001,1.0,0.925
"cold hands and feets, fatigue",enlarged thyroid,0.020731707317073172,0.024390243902439025,0.020731707317073172,1.0,41.0,1.0,0.02022605591909578,inf,0.9962640099626402,0.8500000000000001,1.0,0.925
"cold hands and feets, fatigue",swollen extremeties,0.020731707317073172,0.024390243902439025,0.020731707317073172,1.0,41.0,1.0,0.02022605591909578,inf,0.9962640099626402,0.8500000000000001,1.0,0.925
"fatigue, weight gain",swollen extremeties,0.020731707317073172,0.024390243902439025,0.020731707317073172,1.0,41.0,1.0,0.02022605591909578,inf,0.9962640099626402,0.8500000000000001,1.0,0.925
"fatigue, puffy face and eyes",swollen extremeties,0.020731707317073172,0.024390243902439025,0.020731707317073172,1.0,41.0,1.0,0.02022605591909578,inf,0.9962640099626402,0.8500000000000001,1.0,0.925
pain behind the eyes,"back pain, chills",0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
runny nose,"fatigue, sinus pressure",0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
sinus pressure,"fatigue, runny nose",0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
blood in sputum,"chest pain, weight loss",0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
redness of eyes,"fatigue, throat irritation",0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
throat irritation,"fatigue, redness of eyes",0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
sinus pressure,"fatigue, throat irritation",0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
throat irritation,"fatigue, sinus pressure",0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
redness of eyes,"fatigue, runny nose",0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
runny nose,"fatigue, redness of eyes",0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
redness of eyes,"fatigue, sinus pressure",0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
sinus pressure,"fatigue, redness of eyes",0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
"irritability, swollen extremeties",cold hands and feets,0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
swollen extremeties,"cold hands and feets, irritability",0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
runny nose,"fatigue, throat irritation",0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
throat irritation,"fatigue, runny nose",0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
pain behind the eyes,"back pain, fatigue",0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
pain behind the eyes,"headache, joint pain",0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
coma,"high fever, stomach bleeding",0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
stomach bleeding,"coma, high fever",0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
swollen extremeties,"depression, lethargy",0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
"irritability, palpitations",anxiety,0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
palpitations,"anxiety, irritability",0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
throat irritation,"chills, runny nose",0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
runny nose,"chills, throat irritation",0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
sinus pressure,"chills, runny nose",0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
runny nose,"chills, sinus pressure",0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
redness of eyes,"chills, throat irritation",0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
throat irritation,"chills, redness of eyes",0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
loss of smell,"headache, throat irritation",0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
throat irritation,"headache, loss of smell",0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
receiving blood transfusion,"dark urine, malaise",0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
"irritability, slurred speech",anxiety,0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
slurred speech,"anxiety, irritability",0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
blood in sputum,"breathlessness, mild fever",0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
blood in sputum,"breathlessness, yellowing of eyes",0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
receiving unsterile injections,"fatigue, receiving blood transfusion",0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
receiving blood transfusion,"fatigue, receiving unsterile injections",0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
enlarged thyroid,"depression, dizziness",0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
loss of smell,"headache, sinus pressure",0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
sinus pressure,"headache, loss of smell",0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
loss of smell,"headache, phlegm",0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
swollen extremeties,"depression, mood swings",0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
receiving unsterile injections,"dark urine, malaise",0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
loss of smell,"headache, runny nose",0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
runny nose,"headache, loss of smell",0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
"palpitations, slurred speech",anxiety,0.024390243902439025,0.023170731707317073,0.023170731707317073,0.95,41.0,1.0,0.022605591909577633,19.53658536585364,1.0,0.95,0.9488139825218477,0.975
